,nom_championnat,nom_club,nom_joueur,valeur_marchande,url_joueur
66,Premier League,FC Liverpool,Wataru Endo,"25,00 mio. €",https://www.transfermarkt.fr/wataru-endo/profil/spieler/146310
67,Premier League,FC Liverpool,Tyler Morton,"25,00 mio. €",https://www.transfermarkt.fr/tyler-morton/profil/spieler/618494
68,Premier League,FC Liverpool,Alexis Mac Allister,"25,00 mio. €",https://www.transfermarkt.fr/alexis-mac-allister/profil/spieler/534033
69,Premier League,FC Liverpool,Dominik Szoboszlai,"25,00 mio. €",https://www.transfermarkt.fr/dominik-szoboszlai/profil/spieler/451276
70,Premier League,FC Liverpool,Curtis Jones,"25,00 mio. €",https://www.transfermarkt.fr/curtis-jones/profil/spieler/433188
71,Premier League,FC Liverpool,Harvey Elliott,"25,00 mio. €",https://www.transfermarkt.fr/harvey-elliott/profil/spieler/565822
72,Premier League,FC Liverpool,Luis Díaz,"25,00 mio. €",https://www.transfermarkt.fr/luis-diaz/profil/spieler/480692
73,Premier League,FC Liverpool,Cody Gakpo,"25,00 mio. €",https://www.transfermarkt.fr/cody-gakpo/profil/spieler/434675
74,Premier League,FC Liverpool,Mohamed Salah,"25,00 mio. €",https://www.transfermarkt.fr/mohamed-salah/profil/spieler/148455
75,Premier League,FC Liverpool,Federico Chiesa,"25,00 mio. €",https://www.transfermarkt.fr/federico-chiesa/profil/spieler/341092
76,Premier League,FC Liverpool,Darwin Núñez,"25,00 mio. €",https://www.transfermarkt.fr/darwin-nunez/profil/spieler/546543
77,Premier League,FC Liverpool,Diogo Jota,"25,00 mio. €",https://www.transfermarkt.fr/diogo-jota/profil/spieler/340950
78,Premier League,Chelsea FC,Robert Sánchez,"20,00 mio. €",https://www.transfermarkt.fr/robert-sanchez/profil/spieler/403151
79,Premier League,Chelsea FC,Filip Jørgensen,"20,00 mio. €",https://www.transfermarkt.fr/filip-jorgensen/profil/spieler/585323
80,Premier League,Chelsea FC,Marcus Bettinelli,"20,00 mio. €",https://www.transfermarkt.fr/marcus-bettinelli/profil/spieler/116648
81,Premier League,Chelsea FC,Lucas Bergström,"20,00 mio. €",https://www.transfermarkt.fr/lucas-bergstrom/profil/spieler/490606
82,Premier League,Chelsea FC,Levi Colwill,"20,00 mio. €",https://www.transfermarkt.fr/levi-colwill/profil/spieler/614258
83,Premier League,Chelsea FC,Wesley Fofana,"20,00 mio. €",https://www.transfermarkt.fr/wesley-fofana/profil/spieler/475411
84,Premier League,Chelsea FC,Benoît Badiashile,"20,00 mio. €",https://www.transfermarkt.fr/benoit-badiashile/profil/spieler/463603
85,Premier League,Chelsea FC,Tosin Adarabioyo,"20,00 mio. €",https://www.transfermarkt.fr/tosin-adarabioyo/profil/spieler/258878
86,Premier League,Chelsea FC,Trevoh Chalobah,"20,00 mio. €",https://www.transfermarkt.fr/trevoh-chalobah/profil/spieler/346314
87,Premier League,Chelsea FC,Aarón Anselmino,"20,00 mio. €",https://www.transfermarkt.fr/aaron-anselmino/profil/spieler/1145504
88,Premier League,Chelsea FC,Marc Cucurella,"20,00 mio. €",https://www.transfermarkt.fr/marc-cucurella/profil/spieler/284857
89,Premier League,Chelsea FC,Malo Gusto,"20,00 mio. €",https://www.transfermarkt.fr/malo-gusto/profil/spieler/620322
90,Premier League,Chelsea FC,Reece James,"20,00 mio. €",https://www.transfermarkt.fr/reece-james/profil/spieler/472423
91,Premier League,Chelsea FC,Josh Acheampong,"20,00 mio. €",https://www.transfermarkt.fr/josh-acheampong/profil/spieler/1004708
92,Premier League,Chelsea FC,Moisés Caicedo,"20,00 mio. €",https://www.transfermarkt.fr/moises-caicedo/profil/spieler/687626
93,Premier League,Chelsea FC,Roméo Lavia,"20,00 mio. €",https://www.transfermarkt.fr/romeo-lavia/profil/spieler/628451
94,Premier League,Chelsea FC,Enzo Fernández,"20,00 mio. €",https://www.transfermarkt.fr/enzo-fernandez/profil/spieler/648195
95,Premier League,Chelsea FC,Kiernan Dewsbury-Hall,"20,00 mio. €",https://www.transfermarkt.fr/kiernan-dewsbury-hall/profil/spieler/475188
96,Premier League,Chelsea FC,Mathis Amougou,"20,00 mio. €",https://www.transfermarkt.fr/mathis-amougou/profil/spieler/1010854
97,Premier League,Chelsea FC,Cole Palmer,"20,00 mio. €",https://www.transfermarkt.fr/cole-palmer/profil/spieler/568177
98,Premier League,Chelsea FC,Omari Kellyman,"20,00 mio. €",https://www.transfermarkt.fr/omari-kellyman/profil/spieler/926135
99,Premier League,Chelsea FC,Mykhaylo Mudryk,"20,00 mio. €",https://www.transfermarkt.fr/mykhaylo-mudryk/profil/spieler/537860
100,Premier League,Chelsea FC,Jadon Sancho,"20,00 mio. €",https://www.transfermarkt.fr/jadon-sancho/profil/spieler/401173
101,Premier League,Chelsea FC,Tyrique George,"20,00 mio. €",https://www.transfermarkt.fr/tyrique-george/profil/spieler/936874
102,Premier League,Chelsea FC,Pedro Neto,"20,00 mio. €",https://www.transfermarkt.fr/pedro-neto/profil/spieler/487465
103,Premier League,Chelsea FC,Noni Madueke,"20,00 mio. €",https://www.transfermarkt.fr/noni-madueke/profil/spieler/503987
104,Premier League,Chelsea FC,Nicolas Jackson,"20,00 mio. €",https://www.transfermarkt.fr/nicolas-jackson/profil/spieler/776890
105,Premier League,Chelsea FC,Christopher Nkunku,"20,00 mio. €",https://www.transfermarkt.fr/christopher-nkunku/profil/spieler/344381
106,Premier League,Chelsea FC,Deivid Washington,"20,00 mio. €",https://www.transfermarkt.fr/deivid-washington/profil/spieler/1082850
107,Premier League,Chelsea FC,David Fofana,"20,00 mio. €",https://www.transfermarkt.fr/david-fofana/profil/spieler/787232
108,Premier League,Chelsea FC,Marc Guiu,"20,00 mio. €",https://www.transfermarkt.fr/marc-guiu/profil/spieler/938158
109,Premier League,Tottenham Hotspur,Guglielmo Vicario,"35,00 mio. €",https://www.transfermarkt.fr/guglielmo-vicario/profil/spieler/286047
110,Premier League,Tottenham Hotspur,Antonín Kinský,"35,00 mio. €",https://www.transfermarkt.fr/antonin-kinsky/profil/spieler/725912
111,Premier League,Tottenham Hotspur,Fraser Forster,"35,00 mio. €",https://www.transfermarkt.fr/fraser-forster/profil/spieler/52570
112,Premier League,Tottenham Hotspur,Brandon Austin,"35,00 mio. €",https://www.transfermarkt.fr/brandon-austin/profil/spieler/428016
113,Premier League,Tottenham Hotspur,Alfie Whiteman,"35,00 mio. €",https://www.transfermarkt.fr/alfie-whiteman/profil/spieler/282823
114,Premier League,Tottenham Hotspur,Cristian Romero,"35,00 mio. €",https://www.transfermarkt.fr/cristian-romero/profil/spieler/355915
115,Premier League,Tottenham Hotspur,Micky van de Ven,"35,00 mio. €",https://www.transfermarkt.fr/micky-van-de-ven/profil/spieler/557459
116,Premier League,Tottenham Hotspur,Kevin Danso,"35,00 mio. €",https://www.transfermarkt.fr/kevin-danso/profil/spieler/263236
117,Premier League,Tottenham Hotspur,Radu Drăgușin,"35,00 mio. €",https://www.transfermarkt.fr/radu-dragusin/profil/spieler/568559
118,Premier League,Tottenham Hotspur,Ben Davies,"35,00 mio. €",https://www.transfermarkt.fr/ben-davies/profil/spieler/192765
119,Premier League,Tottenham Hotspur,Destiny Udogie,"35,00 mio. €",https://www.transfermarkt.fr/destiny-udogie/profil/spieler/556385
120,Premier League,Tottenham Hotspur,Sergio Reguilón,"35,00 mio. €",https://www.transfermarkt.fr/sergio-reguilon/profil/spieler/282429
121,Premier League,Tottenham Hotspur,Pedro Porro,"35,00 mio. €",https://www.transfermarkt.fr/pedro-porro/profil/spieler/553875
122,Premier League,Tottenham Hotspur,Archie Gray,"35,00 mio. €",https://www.transfermarkt.fr/archie-gray/profil/spieler/922693
123,Premier League,Tottenham Hotspur,Djed Spence,"35,00 mio. €",https://www.transfermarkt.fr/djed-spence/profil/spieler/483348
124,Premier League,Tottenham Hotspur,Yves Bissouma,"35,00 mio. €",https://www.transfermarkt.fr/yves-bissouma/profil/spieler/410425
125,Premier League,Tottenham Hotspur,Rodrigo Bentancur,"35,00 mio. €",https://www.transfermarkt.fr/rodrigo-bentancur/profil/spieler/354362
126,Premier League,Tottenham Hotspur,Pape Matar Sarr,"35,00 mio. €",https://www.transfermarkt.fr/pape-matar-sarr/profil/spieler/568693
127,Premier League,Tottenham Hotspur,Lucas Bergvall,"35,00 mio. €",https://www.transfermarkt.fr/lucas-bergvall/profil/spieler/866246
128,Premier League,Tottenham Hotspur,James Maddison,"35,00 mio. €",https://www.transfermarkt.fr/james-maddison/profil/spieler/294057
129,Premier League,Tottenham Hotspur,Dejan Kulusevski,"35,00 mio. €",https://www.transfermarkt.fr/dejan-kulusevski/profil/spieler/431755
130,Premier League,Tottenham Hotspur,Heung-min Son,"35,00 mio. €",https://www.transfermarkt.fr/heung-min-son/profil/spieler/91845
131,Premier League,Tottenham Hotspur,Timo Werner,"35,00 mio. €",https://www.transfermarkt.fr/timo-werner/profil/spieler/170527
132,Premier League,Tottenham Hotspur,Mikey Moore,"35,00 mio. €",https://www.transfermarkt.fr/mikey-moore/profil/spieler/1011147
133,Premier League,Tottenham Hotspur,Brennan Johnson,"35,00 mio. €",https://www.transfermarkt.fr/brennan-johnson/profil/spieler/470607
134,Premier League,Tottenham Hotspur,Wilson Odobert,"35,00 mio. €",https://www.transfermarkt.fr/wilson-odobert/profil/spieler/743498
135,Premier League,Tottenham Hotspur,Dominic Solanke,"35,00 mio. €",https://www.transfermarkt.fr/dominic-solanke/profil/spieler/258889
136,Premier League,Tottenham Hotspur,Richarlison,"35,00 mio. €",https://www.transfermarkt.fr/richarlison/profil/spieler/378710
137,Premier League,Tottenham Hotspur,Mathys Tel,"35,00 mio. €",https://www.transfermarkt.fr/mathys-tel/profil/spieler/801734
138,Premier League,Tottenham Hotspur,Dane Scarlett,"35,00 mio. €",https://www.transfermarkt.fr/dane-scarlett/profil/spieler/670883
139,Premier League,Manchester United,André Onana,"35,00 mio. €",https://www.transfermarkt.fr/andre-onana/profil/spieler/234509
140,Premier League,Manchester United,Altay Bayındır,"35,00 mio. €",https://www.transfermarkt.fr/altay-bayindir/profil/spieler/336077
141,Premier League,Manchester United,Tom Heaton,"35,00 mio. €",https://www.transfermarkt.fr/tom-heaton/profil/spieler/34130
142,Premier League,Manchester United,Leny Yoro,"35,00 mio. €",https://www.transfermarkt.fr/leny-yoro/profil/spieler/923831
143,Premier League,Manchester United,Lisandro Martínez,"35,00 mio. €",https://www.transfermarkt.fr/lisandro-martinez/profil/spieler/480762
144,Premier League,Manchester United,Matthijs de Ligt,"35,00 mio. €",https://www.transfermarkt.fr/matthijs-de-ligt/profil/spieler/326031
145,Premier League,Manchester United,Harry Maguire,"35,00 mio. €",https://www.transfermarkt.fr/harry-maguire/profil/spieler/177907
146,Premier League,Manchester United,Victor Lindelöf,"35,00 mio. €",https://www.transfermarkt.fr/victor-lindelof/profil/spieler/184573
147,Premier League,Manchester United,Jonny Evans,"35,00 mio. €",https://www.transfermarkt.fr/jonny-evans/profil/spieler/42412
148,Premier League,Manchester United,Ayden Heaven,"35,00 mio. €",https://www.transfermarkt.fr/ayden-heaven/profil/spieler/1078163
149,Premier League,Manchester United,Patrick Dorgu,"35,00 mio. €",https://www.transfermarkt.fr/patrick-dorgu/profil/spieler/926952
150,Premier League,Manchester United,Luke Shaw,"35,00 mio. €",https://www.transfermarkt.fr/luke-shaw/profil/spieler/183288
151,Premier League,Manchester United,Diogo Dalot,"35,00 mio. €",https://www.transfermarkt.fr/diogo-dalot/profil/spieler/357147
152,Premier League,Manchester United,Noussair Mazraoui,"35,00 mio. €",https://www.transfermarkt.fr/noussair-mazraoui/profil/spieler/340456
153,Premier League,Manchester United,Manuel Ugarte,"35,00 mio. €",https://www.transfermarkt.fr/manuel-ugarte/profil/spieler/476701
154,Premier League,Manchester United,Casemiro,"35,00 mio. €",https://www.transfermarkt.fr/casemiro/profil/spieler/16306
155,Premier League,Manchester United,Toby Collyer,"35,00 mio. €",https://www.transfermarkt.fr/toby-collyer/profil/spieler/654253
156,Premier League,Manchester United,Kobbie Mainoo,"35,00 mio. €",https://www.transfermarkt.fr/kobbie-mainoo/profil/spieler/820374
157,Premier League,Manchester United,Christian Eriksen,"35,00 mio. €",https://www.transfermarkt.fr/christian-eriksen/profil/spieler/69633
158,Premier League,Manchester United,Bruno Fernandes,"35,00 mio. €",https://www.transfermarkt.fr/bruno-fernandes/profil/spieler/240306
159,Premier League,Manchester United,Mason Mount,"35,00 mio. €",https://www.transfermarkt.fr/mason-mount/profil/spieler/346483
160,Premier League,Manchester United,Alejandro Garnacho,"35,00 mio. €",https://www.transfermarkt.fr/alejandro-garnacho/profil/spieler/811779
161,Premier League,Manchester United,Amad Diallo,"35,00 mio. €",https://www.transfermarkt.fr/amad-diallo/profil/spieler/536835
162,Premier League,Manchester United,Rasmus Højlund,"35,00 mio. €",https://www.transfermarkt.fr/rasmus-hojlund/profil/spieler/610442
163,Premier League,Manchester United,Joshua Zirkzee,"35,00 mio. €",https://www.transfermarkt.fr/joshua-zirkzee/profil/spieler/435648
164,Premier League,Aston Villa,Emiliano Martínez,"25,00 mio. €",https://www.transfermarkt.fr/emiliano-martinez/profil/spieler/111873
165,Premier League,Aston Villa,Robin Olsen,"25,00 mio. €",https://www.transfermarkt.fr/robin-olsen/profil/spieler/75458
166,Premier League,Aston Villa,Pau Torres,"25,00 mio. €",https://www.transfermarkt.fr/pau-torres/profil/spieler/399776
167,Premier League,Aston Villa,Ezri Konsa,"25,00 mio. €",https://www.transfermarkt.fr/ezri-konsa/profil/spieler/413403
168,Premier League,Aston Villa,Axel Disasi,"25,00 mio. €",https://www.transfermarkt.fr/axel-disasi/profil/spieler/386047
169,Premier League,Aston Villa,Tyrone Mings,"25,00 mio. €",https://www.transfermarkt.fr/tyrone-mings/profil/spieler/253677
170,Premier League,Aston Villa,Kortney Hause,"25,00 mio. €",https://www.transfermarkt.fr/kortney-hause/profil/spieler/233124
171,Premier League,Aston Villa,Ian Maatsen,"25,00 mio. €",https://www.transfermarkt.fr/ian-maatsen/profil/spieler/485585
172,Premier League,Aston Villa,Lucas Digne,"25,00 mio. €",https://www.transfermarkt.fr/lucas-digne/profil/spieler/126664
173,Premier League,Aston Villa,Matty Cash,"25,00 mio. €",https://www.transfermarkt.fr/matty-cash/profil/spieler/425334
174,Premier League,Aston Villa,Andrés García,"25,00 mio. €",https://www.transfermarkt.fr/andres-garcia/profil/spieler/1063329
175,Premier League,Aston Villa,Amadou Onana,"25,00 mio. €",https://www.transfermarkt.fr/amadou-onana/profil/spieler/485706
176,Premier League,Aston Villa,Boubacar Kamara,"25,00 mio. €",https://www.transfermarkt.fr/boubacar-kamara/profil/spieler/394327
177,Premier League,Aston Villa,Lamare Bogarde,"25,00 mio. €",https://www.transfermarkt.fr/lamare-bogarde/profil/spieler/645686
178,Premier League,Aston Villa,Youri Tielemans,"25,00 mio. €",https://www.transfermarkt.fr/youri-tielemans/profil/spieler/249565
179,Premier League,Aston Villa,John McGinn,"25,00 mio. €",https://www.transfermarkt.fr/john-mcginn/profil/spieler/193116
180,Premier League,Aston Villa,Ross Barkley,"25,00 mio. €",https://www.transfermarkt.fr/ross-barkley/profil/spieler/131978
181,Premier League,Aston Villa,Jacob Ramsey,"25,00 mio. €",https://www.transfermarkt.fr/jacob-ramsey/profil/spieler/503749
182,Premier League,Aston Villa,Morgan Rogers,"25,00 mio. €",https://www.transfermarkt.fr/morgan-rogers/profil/spieler/503743
183,Premier League,Aston Villa,Marcus Rashford,"25,00 mio. €",https://www.transfermarkt.fr/marcus-rashford/profil/spieler/258923
184,Premier League,Aston Villa,Leon Bailey,"25,00 mio. €",https://www.transfermarkt.fr/leon-bailey/profil/spieler/387626
185,Premier League,Aston Villa,Donyell Malen,"25,00 mio. €",https://www.transfermarkt.fr/donyell-malen/profil/spieler/326029
186,Premier League,Aston Villa,Marco Asensio,"25,00 mio. €",https://www.transfermarkt.fr/marco-asensio/profil/spieler/296622
187,Premier League,Aston Villa,Ollie Watkins,"25,00 mio. €",https://www.transfermarkt.fr/ollie-watkins/profil/spieler/324358
188,Premier League,Newcastle United,Nick Pope,"14,00 mio. €",https://www.transfermarkt.fr/nick-pope/profil/spieler/192080
189,Premier League,Newcastle United,Odysseas Vlachodimos,"14,00 mio. €",https://www.transfermarkt.fr/odysseas-vlachodimos/profil/spieler/124419
190,Premier League,Newcastle United,Martin Dúbravka,"14,00 mio. €",https://www.transfermarkt.fr/martin-dubravka/profil/spieler/74960
191,Premier League,Newcastle United,Mark Gillespie,"14,00 mio. €",https://www.transfermarkt.fr/mark-gillespie/profil/spieler/142389
192,Premier League,Newcastle United,John Ruddy,"14,00 mio. €",https://www.transfermarkt.fr/john-ruddy/profil/spieler/29712
193,Premier League,Newcastle United,Sven Botman,"14,00 mio. €",https://www.transfermarkt.fr/sven-botman/profil/spieler/361093
194,Premier League,Newcastle United,Fabian Schär,"14,00 mio. €",https://www.transfermarkt.fr/fabian-schar/profil/spieler/135343
195,Premier League,Newcastle United,Dan Burn,"14,00 mio. €",https://www.transfermarkt.fr/dan-burn/profil/spieler/134270
196,Premier League,Newcastle United,Jamaal Lascelles,"14,00 mio. €",https://www.transfermarkt.fr/jamaal-lascelles/profil/spieler/183318
197,Premier League,Newcastle United,Lewis Hall,"14,00 mio. €",https://www.transfermarkt.fr/lewis-hall/profil/spieler/670858
198,Premier League,Newcastle United,Matt Targett,"14,00 mio. €",https://www.transfermarkt.fr/matt-targett/profil/spieler/250478
199,Premier League,Newcastle United,Jamal Lewis,"14,00 mio. €",https://www.transfermarkt.fr/jamal-lewis/profil/spieler/346018
200,Premier League,Newcastle United,Tino Livramento,"14,00 mio. €",https://www.transfermarkt.fr/tino-livramento/profil/spieler/503981
201,Premier League,Newcastle United,Kieran Trippier,"14,00 mio. €",https://www.transfermarkt.fr/kieran-trippier/profil/spieler/95810
202,Premier League,Newcastle United,Emil Krafth,"14,00 mio. €",https://www.transfermarkt.fr/emil-krafth/profil/spieler/184528
203,Premier League,Newcastle United,Bruno Guimarães,"14,00 mio. €",https://www.transfermarkt.fr/bruno-guimaraes/profil/spieler/520624
204,Premier League,Newcastle United,Joelinton,"14,00 mio. €",https://www.transfermarkt.fr/joelinton/profil/spieler/333241
205,Premier League,Newcastle United,Sandro Tonali,"14,00 mio. €",https://www.transfermarkt.fr/sandro-tonali/profil/spieler/397033
206,Premier League,Newcastle United,Joe Willock,"14,00 mio. €",https://www.transfermarkt.fr/joe-willock/profil/spieler/340329
207,Premier League,Newcastle United,Sean Longstaff,"14,00 mio. €",https://www.transfermarkt.fr/sean-longstaff/profil/spieler/346707
208,Premier League,Newcastle United,Lewis Miley,"14,00 mio. €",https://www.transfermarkt.fr/lewis-miley/profil/spieler/922769
209,Premier League,Newcastle United,Anthony Gordon,"14,00 mio. €",https://www.transfermarkt.fr/anthony-gordon/profil/spieler/503733
210,Premier League,Newcastle United,Harvey Barnes,"14,00 mio. €",https://www.transfermarkt.fr/harvey-barnes/profil/spieler/398065
211,Premier League,Newcastle United,Jacob Murphy,"14,00 mio. €",https://www.transfermarkt.fr/jacob-murphy/profil/spieler/199527
212,Premier League,Newcastle United,Alexander Isak,"14,00 mio. €",https://www.transfermarkt.fr/alexander-isak/profil/spieler/349066
213,Premier League,Newcastle United,Callum Wilson,"14,00 mio. €",https://www.transfermarkt.fr/callum-wilson/profil/spieler/123682
214,Premier League,Newcastle United,William Osula,"14,00 mio. €",https://www.transfermarkt.fr/william-osula/profil/spieler/609556
215,Premier League,Brighton & Hove Albion,Bart Verbruggen,"25,00 mio. €",https://www.transfermarkt.fr/bart-verbruggen/profil/spieler/565093
216,Premier League,Brighton & Hove Albion,Jason Steele,"25,00 mio. €",https://www.transfermarkt.fr/jason-steele/profil/spieler/73564
217,Premier League,Brighton & Hove Albion,Carl Rushworth,"25,00 mio. €",https://www.transfermarkt.fr/carl-rushworth/profil/spieler/646353
218,Premier League,Brighton & Hove Albion,Tom McGill,"25,00 mio. €",https://www.transfermarkt.fr/tom-mcgill/profil/spieler/406556
219,Premier League,Brighton & Hove Albion,Jan Paul van Hecke,"25,00 mio. €",https://www.transfermarkt.fr/jan-paul-van-hecke/profil/spieler/576314
220,Premier League,Brighton & Hove Albion,Igor,"25,00 mio. €",https://www.transfermarkt.fr/igor/profil/spieler/380350
221,Premier League,Brighton & Hove Albion,Adam Webster,"25,00 mio. €",https://www.transfermarkt.fr/adam-webster/profil/spieler/212847
222,Premier League,Brighton & Hove Albion,Lewis Dunk,"25,00 mio. €",https://www.transfermarkt.fr/lewis-dunk/profil/spieler/148153
223,Premier League,Brighton & Hove Albion,Eiran Cashin,"25,00 mio. €",https://www.transfermarkt.fr/eiran-cashin/profil/spieler/581330
224,Premier League,Brighton & Hove Albion,Ferdi Kadıoğlu,"25,00 mio. €",https://www.transfermarkt.fr/ferdi-kadioglu/profil/spieler/369316
225,Premier League,Brighton & Hove Albion,Pervis Estupiñán,"25,00 mio. €",https://www.transfermarkt.fr/pervis-estupinan/profil/spieler/349599
226,Premier League,Brighton & Hove Albion,Tariq Lamptey,"25,00 mio. €",https://www.transfermarkt.fr/tariq-lamptey/profil/spieler/504148
227,Premier League,Brighton & Hove Albion,Joël Veltman,"25,00 mio. €",https://www.transfermarkt.fr/joel-veltman/profil/spieler/111195
